epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
177,10414.1,0.99582,0.84078,0.0031,0.86835,0.72726,0.81712,0.67922,0.7572,0.70471,0.00356,0.000698806,0.000698806,0.000698806
178,10468.8,0.96755,0.82768,0.00304,0.86759,0.72997,0.81818,0.68092,0.75344,0.69751,0.00349,0.000693305,0.000693305,0.000693305
179,10523.8,0.98856,0.83543,0.00307,0.84623,0.74335,0.81814,0.67674,0.78178,0.70582,0.00363,0.000687804,0.000687804,0.000687804
180,10577.7,0.96104,0.81884,0.00299,0.84074,0.74376,0.81549,0.67814,0.76664,0.69255,0.0036,0.000682303,0.000682303,0.000682303
181,10632.5,0.98011,0.83739,0.00308,0.86246,0.72795,0.81476,0.67031,0.77592,0.70033,0.00368,0.000676802,0.000676802,0.000676802
182,10687.8,0.99365,0.83369,0.00298,0.86223,0.73381,0.81983,0.68224,0.75502,0.69626,0.00363,0.000671301,0.000671301,0.000671301
183,10754.4,0.97791,0.84344,0.00312,0.85607,0.74658,0.81573,0.67421,0.76803,0.67933,0.00358,0.0006658,0.0006658,0.0006658
184,10823.2,0.9696,0.82893,0.00305,0.85462,0.74747,0.81829,0.68178,0.75137,0.6827,0.00349,0.000660299,0.000660299,0.000660299
185,10892.8,0.97179,0.82892,0.00306,0.86702,0.73733,0.82078,0.67649,0.78045,0.70123,0.00365,0.000654798,0.000654798,0.000654798
186,10962.9,1.00944,0.85472,0.00314,0.86448,0.73557,0.81803,0.67638,0.77112,0.7116,0.00361,0.000649297,0.000649297,0.000649297
187,11031.6,0.97072,0.82781,0.00302,0.86138,0.7386,0.81985,0.68309,0.75562,0.69148,0.00348,0.000643795,0.000643795,0.000643795
188,11098.7,0.97286,0.83004,0.00306,0.85593,0.7372,0.81815,0.68257,0.7529,0.69305,0.00348,0.000638294,0.000638294,0.000638294
189,11166.7,0.96133,0.82578,0.00305,0.86693,0.73238,0.82138,0.68334,0.76067,0.70212,0.00357,0.000632793,0.000632793,0.000632793
190,11236.1,0.97074,0.83346,0.00311,0.84881,0.74131,0.81621,0.68262,0.75743,0.69924,0.00347,0.000627292,0.000627292,0.000627292
191,11304.2,0.96053,0.82702,0.00299,0.86993,0.72613,0.81867,0.67944,0.76297,0.71514,0.0037,0.000621791,0.000621791,0.000621791
192,11372.5,0.97756,0.8264,0.00304,0.85147,0.74132,0.81884,0.68395,0.74843,0.70502,0.00352,0.00061629,0.00061629,0.00061629
193,11441.6,0.95182,0.82047,0.00304,0.86644,0.73054,0.82119,0.68387,0.74751,0.69152,0.00351,0.000610789,0.000610789,0.000610789
194,11510.5,0.96885,0.81849,0.003,0.85808,0.74087,0.82168,0.68333,0.75915,0.71732,0.00364,0.000605288,0.000605288,0.000605288
195,11577.2,0.9463,0.80583,0.00289,0.8434,0.75312,0.82282,0.68636,0.75711,0.69686,0.00357,0.000599787,0.000599787,0.000599787
196,11646.1,1.00814,0.84268,0.00311,0.85154,0.74265,0.81483,0.67434,0.77282,0.70891,0.00363,0.000594286,0.000594286,0.000594286
197,11714.5,0.95714,0.81288,0.003,0.86901,0.73542,0.81759,0.68206,0.7551,0.7099,0.00347,0.000588784,0.000588784,0.000588784
198,11782.7,0.99339,0.83095,0.00313,0.86339,0.73209,0.81718,0.68312,0.76096,0.71123,0.00351,0.000583283,0.000583283,0.000583283
199,11851.6,0.96068,0.81854,0.00301,0.85803,0.73569,0.82049,0.6833,0.75621,0.68426,0.00341,0.000577782,0.000577782,0.000577782
200,11919.7,0.97013,0.82124,0.00298,0.83338,0.74255,0.8156,0.68072,0.74004,0.71068,0.00334,0.000572281,0.000572281,0.000572281
201,11988.5,0.98913,0.82986,0.0031,0.85589,0.72934,0.81556,0.67476,0.75871,0.71482,0.00344,0.00056678,0.00056678,0.00056678
202,12057.2,0.9553,0.82228,0.00302,0.84344,0.75155,0.81856,0.68225,0.7617,0.69681,0.00353,0.000561279,0.000561279,0.000561279
203,12124.4,0.95488,0.82123,0.00293,0.84458,0.74209,0.81832,0.68081,0.75752,0.69432,0.00349,0.000555778,0.000555778,0.000555778
204,12190.4,0.9553,0.80479,0.00298,0.83698,0.75651,0.82152,0.68192,0.75164,0.70287,0.00344,0.000550277,0.000550277,0.000550277
205,12258.8,0.97066,0.82826,0.00295,0.85019,0.74462,0.82348,0.6865,0.75566,0.69243,0.00355,0.000544776,0.000544776,0.000544776
206,12326.9,0.95154,0.80757,0.00295,0.83942,0.75492,0.82096,0.685,0.75378,0.69759,0.00358,0.000539275,0.000539275,0.000539275
207,12395.4,0.96081,0.8202,0.00296,0.85058,0.73916,0.82192,0.6865,0.74237,0.69923,0.00345,0.000533773,0.000533773,0.000533773
208,12463.3,0.95004,0.81318,0.00294,0.86275,0.73964,0.82805,0.6898,0.74783,0.69298,0.00346,0.000528272,0.000528272,0.000528272
209,12530.9,0.95098,0.82667,0.003,0.85234,0.74167,0.81938,0.68116,0.75493,0.70108,0.00344,0.000522771,0.000522771,0.000522771
210,12601.8,0.9802,0.826,0.00305,0.83424,0.74599,0.81817,0.67997,0.75426,0.69511,0.00346,0.00051727,0.00051727,0.00051727
211,12670,0.95362,0.82236,0.00305,0.8617,0.74248,0.82027,0.68283,0.74458,0.66722,0.00338,0.000511769,0.000511769,0.000511769
212,12738.3,0.95756,0.81831,0.00301,0.85609,0.74448,0.81932,0.68291,0.74309,0.67635,0.00342,0.000506268,0.000506268,0.000506268
213,12807.1,0.95898,0.81857,0.00305,0.85395,0.74659,0.82104,0.68318,0.75326,0.67721,0.00345,0.000500767,0.000500767,0.000500767
214,12876.2,0.95416,0.82113,0.00294,0.83498,0.75331,0.81994,0.68374,0.74277,0.68342,0.00336,0.000495266,0.000495266,0.000495266
215,12945.4,0.97194,0.83385,0.00304,0.85088,0.74225,0.821,0.68604,0.74361,0.6824,0.0034,0.000489765,0.000489765,0.000489765
216,13013.4,0.93082,0.79526,0.00291,0.85292,0.74408,0.81872,0.68264,0.74915,0.68763,0.00341,0.000484263,0.000484263,0.000484263
217,13081.7,0.95349,0.81599,0.003,0.85792,0.7379,0.82069,0.6868,0.74166,0.69348,0.00337,0.000478762,0.000478762,0.000478762
218,13151.9,0.95402,0.80752,0.0029,0.87708,0.72525,0.81617,0.67989,0.75793,0.69433,0.00355,0.000473261,0.000473261,0.000473261
219,13218.7,0.95436,0.80797,0.00299,0.85485,0.73851,0.81744,0.67892,0.77069,0.69747,0.00354,0.00046776,0.00046776,0.00046776
220,13286.8,0.98252,0.82834,0.00303,0.86145,0.7301,0.81933,0.68319,0.75094,0.68448,0.00338,0.000462259,0.000462259,0.000462259
221,13352.9,0.93878,0.79405,0.00288,0.85845,0.74076,0.8185,0.68242,0.74774,0.69094,0.00336,0.000456758,0.000456758,0.000456758
222,13419.6,0.97496,0.81728,0.00299,0.85889,0.73482,0.82103,0.68472,0.7525,0.68604,0.00343,0.000451257,0.000451257,0.000451257
223,13488.5,0.95259,0.81843,0.00294,0.84972,0.74149,0.81751,0.67686,0.75858,0.69689,0.00353,0.000445756,0.000445756,0.000445756
224,13551,0.96534,0.80464,0.0029,0.85497,0.73827,0.81552,0.67873,0.75805,0.70139,0.00351,0.000440255,0.000440255,0.000440255
225,13614.5,0.95662,0.82073,0.00302,0.85992,0.74327,0.81726,0.68002,0.75559,0.69327,0.00343,0.000434754,0.000434754,0.000434754
226,13677,0.93763,0.79698,0.0029,0.86778,0.73015,0.81862,0.68592,0.74751,0.70166,0.00346,0.000429253,0.000429253,0.000429253
227,13738.5,0.92442,0.78637,0.00282,0.86585,0.7316,0.82095,0.68569,0.75003,0.70829,0.00348,0.000423751,0.000423751,0.000423751
228,13802,0.93344,0.80495,0.00296,0.86289,0.73308,0.81786,0.68074,0.75372,0.69458,0.00341,0.00041825,0.00041825,0.00041825
229,13863.6,0.93998,0.81267,0.003,0.86181,0.7333,0.81735,0.67992,0.75035,0.7067,0.00343,0.000412749,0.000412749,0.000412749
230,13918.8,0.92513,0.79428,0.00292,0.85692,0.74245,0.81708,0.67885,0.75428,0.70103,0.00343,0.000407248,0.000407248,0.000407248
231,13974.4,0.9308,0.80262,0.00296,0.85436,0.74496,0.81597,0.68079,0.7588,0.68944,0.00345,0.000401747,0.000401747,0.000401747
232,14030.3,0.94294,0.79481,0.00285,0.85244,0.74101,0.8152,0.67873,0.75274,0.70078,0.00343,0.000396246,0.000396246,0.000396246
233,14085.9,0.94383,0.80147,0.00288,0.84848,0.74529,0.81734,0.68048,0.76353,0.6916,0.00347,0.000390745,0.000390745,0.000390745
234,14142.1,0.92839,0.79073,0.00288,0.84619,0.75198,0.81941,0.68629,0.7429,0.69448,0.00335,0.000385244,0.000385244,0.000385244
235,14197.2,0.94738,0.80111,0.00287,0.84456,0.74345,0.819,0.68266,0.75111,0.69377,0.00344,0.000379743,0.000379743,0.000379743
236,14253.9,0.96504,0.8208,0.003,0.86529,0.72887,0.81605,0.68172,0.74652,0.69192,0.00338,0.000374242,0.000374242,0.000374242
237,14307.5,0.91771,0.78063,0.00284,0.84908,0.75196,0.82054,0.68446,0.73927,0.68572,0.00334,0.00036874,0.00036874,0.00036874
238,14362.3,0.914,0.79803,0.00286,0.89318,0.71984,0.81946,0.6813,0.75128,0.70261,0.00343,0.000363239,0.000363239,0.000363239
239,14416.9,0.9117,0.78554,0.00289,0.85685,0.74457,0.82045,0.68594,0.74449,0.69811,0.00336,0.000357738,0.000357738,0.000357738
240,14471.9,0.94016,0.79685,0.00285,0.86339,0.73903,0.82132,0.68437,0.75033,0.68636,0.00339,0.000352237,0.000352237,0.000352237
241,14528,0.93095,0.79805,0.00286,0.85113,0.74881,0.82107,0.68758,0.73676,0.68893,0.00331,0.000346736,0.000346736,0.000346736
242,14583.8,0.94101,0.80814,0.0029,0.85387,0.74897,0.82263,0.68956,0.73626,0.68479,0.00333,0.000341235,0.000341235,0.000341235
243,14640.2,0.9452,0.80519,0.00293,0.84929,0.74776,0.81997,0.68765,0.74112,0.68171,0.00332,0.000335734,0.000335734,0.000335734
244,14695.5,0.92959,0.80409,0.00299,0.85677,0.74773,0.81884,0.68219,0.75486,0.68358,0.00349,0.000330233,0.000330233,0.000330233
245,14750,0.9321,0.80381,0.00292,0.86222,0.7407,0.81953,0.68372,0.75271,0.68009,0.00341,0.000324732,0.000324732,0.000324732
246,14806.7,0.96023,0.81826,0.00291,0.85804,0.74837,0.8196,0.68494,0.73621,0.69654,0.00334,0.000319231,0.000319231,0.000319231
247,14862.8,0.91357,0.78847,0.00287,0.86184,0.74529,0.81862,0.68335,0.7438,0.67933,0.00332,0.000313729,0.000313729,0.000313729
248,14917.4,0.92832,0.78911,0.00286,0.85735,0.75122,0.82228,0.68567,0.74125,0.68002,0.00336,0.000308228,0.000308228,0.000308228
249,14973.3,0.9398,0.8131,0.00301,0.86384,0.74085,0.82053,0.68729,0.739,0.67738,0.00335,0.000302727,0.000302727,0.000302727
250,15029.6,0.94872,0.81324,0.00294,0.86529,0.74322,0.82071,0.68607,0.73522,0.68255,0.00338,0.000297226,0.000297226,0.000297226
251,15085.1,0.90504,0.78224,0.00281,0.84453,0.75041,0.82091,0.68727,0.74274,0.6912,0.00336,0.000291725,0.000291725,0.000291725
252,15139.8,0.93142,0.79948,0.00289,0.86998,0.74017,0.821,0.68569,0.74123,0.68409,0.00336,0.000286224,0.000286224,0.000286224
253,15194.7,0.91212,0.79951,0.00289,0.87382,0.73564,0.81893,0.68609,0.73415,0.68549,0.00336,0.000280723,0.000280723,0.000280723
254,15251.2,0.95358,0.81149,0.00288,0.86129,0.74258,0.82011,0.68738,0.73404,0.68578,0.00328,0.000275222,0.000275222,0.000275222
255,15306.4,0.9053,0.77823,0.00278,0.85399,0.74803,0.81942,0.68708,0.73705,0.6856,0.00333,0.000269721,0.000269721,0.000269721
256,15361.7,0.91042,0.7917,0.00286,0.84231,0.75533,0.81898,0.6859,0.74048,0.68551,0.00341,0.00026422,0.00026422,0.00026422
257,15417,0.94922,0.80438,0.003,0.84892,0.74968,0.8187,0.68673,0.73399,0.68775,0.00328,0.000258718,0.000258718,0.000258718
258,15473.9,0.9097,0.78423,0.00284,0.84983,0.74912,0.8183,0.68577,0.7295,0.68932,0.0033,0.000253217,0.000253217,0.000253217
259,15531.1,0.93575,0.80564,0.00298,0.85709,0.74491,0.82068,0.68437,0.74276,0.6869,0.00341,0.000247716,0.000247716,0.000247716
260,15585.2,0.92159,0.78809,0.00286,0.85715,0.74345,0.81777,0.68435,0.74373,0.69489,0.0034,0.000242215,0.000242215,0.000242215
261,15639.2,0.91484,0.7679,0.00275,0.8589,0.73956,0.82051,0.68778,0.73357,0.68773,0.00334,0.000236714,0.000236714,0.000236714
262,15695.2,0.94771,0.8009,0.003,0.86557,0.73915,0.82463,0.69147,0.73293,0.68333,0.00333,0.000231213,0.000231213,0.000231213
263,15750.3,0.93229,0.79866,0.00286,0.87531,0.73213,0.82251,0.68841,0.7302,0.68576,0.00332,0.000225712,0.000225712,0.000225712
264,15805.6,0.90791,0.78126,0.00281,0.86616,0.73373,0.82063,0.68721,0.72922,0.68461,0.00323,0.000220211,0.000220211,0.000220211
265,15861.4,0.94397,0.79091,0.00285,0.85966,0.74026,0.81915,0.68545,0.7375,0.69197,0.00332,0.00021471,0.00021471,0.00021471
266,15915.5,0.90722,0.76455,0.00266,0.84647,0.74841,0.81728,0.68461,0.73812,0.6908,0.00336,0.000209209,0.000209209,0.000209209
267,15970.2,0.90488,0.77424,0.00285,0.87008,0.73182,0.81859,0.68577,0.73454,0.68392,0.0033,0.000203707,0.000203707,0.000203707
268,16024.7,0.92396,0.7814,0.00276,0.86287,0.73484,0.81914,0.68707,0.73493,0.68312,0.00335,0.000198206,0.000198206,0.000198206
269,16080,0.92157,0.78551,0.00284,0.86314,0.74248,0.82362,0.691,0.73124,0.67902,0.00326,0.000192705,0.000192705,0.000192705
270,16135.7,0.95036,0.80764,0.00294,0.88248,0.72632,0.82064,0.69005,0.72836,0.67926,0.00329,0.000187204,0.000187204,0.000187204
271,16190.8,0.9336,0.7939,0.0029,0.87701,0.7311,0.82083,0.68999,0.73068,0.68217,0.00331,0.000181703,0.000181703,0.000181703
272,16246,0.92057,0.78418,0.00277,0.87333,0.7361,0.82062,0.68938,0.73001,0.6821,0.00333,0.000176202,0.000176202,0.000176202
273,16301.9,0.93911,0.79284,0.00285,0.86679,0.74004,0.82246,0.69118,0.72684,0.67933,0.00328,0.000170701,0.000170701,0.000170701
274,16357.7,0.91293,0.77672,0.00274,0.87368,0.7382,0.82205,0.69051,0.73354,0.67905,0.00329,0.0001652,0.0001652,0.0001652
275,16412.9,0.92582,0.7933,0.00284,0.87011,0.74044,0.82185,0.69311,0.724,0.67538,0.00325,0.000159699,0.000159699,0.000159699
276,16468.3,0.89416,0.77104,0.00279,0.86913,0.7393,0.8198,0.6912,0.72445,0.68072,0.00327,0.000154198,0.000154198,0.000154198
277,16523.7,0.92333,0.79706,0.00285,0.85808,0.74439,0.8197,0.6907,0.72704,0.68174,0.00326,0.000148696,0.000148696,0.000148696
278,16579.4,0.91957,0.80068,0.00279,0.86226,0.74381,0.821,0.69211,0.72171,0.67183,0.00323,0.000143195,0.000143195,0.000143195
279,16635.4,0.94343,0.79296,0.00283,0.87392,0.73302,0.82101,0.69121,0.73261,0.67927,0.00335,0.000137694,0.000137694,0.000137694
280,16690,0.92449,0.78989,0.00283,0.86689,0.73881,0.82205,0.69284,0.72081,0.67871,0.00327,0.000132193,0.000132193,0.000132193
281,16745.8,0.9441,0.80017,0.00286,0.86876,0.73847,0.82143,0.6901,0.72203,0.67282,0.00326,0.000126692,0.000126692,0.000126692
282,16800.4,0.91602,0.78941,0.00282,0.87007,0.74432,0.82186,0.69014,0.72706,0.67931,0.0033,0.000121191,0.000121191,0.000121191
283,16855,0.91297,0.78712,0.00279,0.868,0.73763,0.81927,0.69069,0.7265,0.68726,0.00328,0.00011569,0.00011569,0.00011569
284,16912,0.94724,0.79999,0.00284,0.87071,0.73697,0.82137,0.69058,0.72579,0.68193,0.0033,0.000110189,0.000110189,0.000110189
285,16967,0.89724,0.79149,0.00282,0.86202,0.74489,0.82228,0.69116,0.71822,0.68859,0.00323,0.000104688,0.000104688,0.000104688
286,17021.9,0.9136,0.78304,0.00279,0.85792,0.74559,0.82318,0.6925,0.71907,0.69057,0.00324,9.91865e-05,9.91865e-05,9.91865e-05
287,17076.3,0.90278,0.77205,0.00272,0.85724,0.7456,0.8232,0.69181,0.71993,0.69063,0.00321,9.36854e-05,9.36854e-05,9.36854e-05
288,17131.1,0.90996,0.77944,0.00276,0.85827,0.74619,0.82353,0.69257,0.71897,0.68451,0.00319,8.81843e-05,8.81843e-05,8.81843e-05
289,17186.5,0.91841,0.78947,0.0029,0.86254,0.74275,0.8232,0.69191,0.72301,0.68754,0.00323,8.26832e-05,8.26832e-05,8.26832e-05
290,17242.2,0.8951,0.7808,0.0028,0.8567,0.74149,0.82143,0.691,0.72459,0.68197,0.00325,7.71821e-05,7.71821e-05,7.71821e-05
291,17289.7,0.74638,0.67925,0.00238,0.85594,0.74421,0.81847,0.6834,0.74714,0.68793,0.00338,7.1681e-05,7.1681e-05,7.1681e-05
292,17338.8,0.7618,0.68103,0.00234,0.85674,0.7444,0.81625,0.67435,0.77038,0.70778,0.00349,6.61799e-05,6.61799e-05,6.61799e-05
293,17387.9,0.73848,0.67092,0.00237,0.86248,0.73767,0.81604,0.67329,0.76742,0.69697,0.00342,6.06788e-05,6.06788e-05,6.06788e-05
294,17436.2,0.73436,0.66706,0.00232,0.85378,0.73926,0.81643,0.67427,0.76358,0.69722,0.0034,5.51777e-05,5.51777e-05,5.51777e-05
295,17485.4,0.72793,0.66114,0.00231,0.8546,0.73398,0.81566,0.67486,0.76189,0.69173,0.00339,4.96766e-05,4.96766e-05,4.96766e-05
296,17533,0.73022,0.66502,0.00229,0.85928,0.73298,0.81667,0.67586,0.76692,0.70018,0.00341,4.41755e-05,4.41755e-05,4.41755e-05
297,17581.8,0.71791,0.66303,0.00233,0.86643,0.73344,0.81815,0.67975,0.75816,0.6935,0.00336,3.86744e-05,3.86744e-05,3.86744e-05
298,17630.3,0.737,0.67059,0.00225,0.86449,0.73472,0.81804,0.67853,0.75776,0.6955,0.00337,3.31733e-05,3.31733e-05,3.31733e-05
299,17679.4,0.73569,0.66952,0.00229,0.86011,0.73435,0.81655,0.67652,0.76287,0.69678,0.00341,2.76722e-05,2.76722e-05,2.76722e-05
300,17728.7,0.73965,0.66556,0.00224,0.86045,0.73615,0.81598,0.67564,0.7685,0.69676,0.00344,2.21711e-05,2.21711e-05,2.21711e-05
