epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
121,5435.61,1.32135,0.79447,0.00371,0.78821,0.65199,0.73494,0.52638,1.20582,0.77089,0.00526,0.00100687,0.00100687,0.00100687
122,5480.4,1.32572,0.7915,0.00367,0.78442,0.67652,0.74697,0.53593,1.15762,0.76616,0.00504,0.00100137,0.00100137,0.00100137
123,5524.64,1.28548,0.78927,0.00367,0.78838,0.67031,0.73993,0.53586,1.14866,0.80577,0.00509,0.000995866,0.000995866,0.000995866
124,5568.8,1.25442,0.77613,0.00367,0.79478,0.66003,0.74035,0.53538,1.16356,0.76848,0.00509,0.000990365,0.000990365,0.000990365
125,5613.7,1.28354,0.77992,0.00373,0.79379,0.64897,0.73294,0.52512,1.23313,0.78642,0.00542,0.000984864,0.000984864,0.000984864
126,5657.26,1.30199,0.80951,0.00376,0.78524,0.66285,0.742,0.53273,1.19524,0.75455,0.00531,0.000979362,0.000979362,0.000979362
127,5701.1,1.29626,0.80544,0.00372,0.76897,0.67117,0.7328,0.51648,1.2545,0.7766,0.00566,0.000973861,0.000973861,0.000973861
128,5746.06,1.29403,0.7811,0.00367,0.77544,0.6773,0.74366,0.53628,1.19219,0.75029,0.00532,0.00096836,0.00096836,0.00096836
129,5790.11,1.24936,0.77942,0.0037,0.81172,0.65751,0.75107,0.53611,1.18428,0.75525,0.00526,0.000962859,0.000962859,0.000962859
130,5834.24,1.28039,0.78695,0.00362,0.79296,0.65295,0.74539,0.53778,1.17548,0.72032,0.00515,0.000957358,0.000957358,0.000957358
131,5878.46,1.26488,0.79642,0.00378,0.80128,0.66469,0.74592,0.52476,1.21986,0.77046,0.00532,0.000951857,0.000951857,0.000951857
132,5923.44,1.30702,0.79161,0.00371,0.79352,0.66201,0.74332,0.53688,1.1938,0.77187,0.00529,0.000946356,0.000946356,0.000946356
133,5968.07,1.26164,0.7801,0.00367,0.80852,0.65888,0.73846,0.53689,1.16758,0.79539,0.00506,0.000940855,0.000940855,0.000940855
134,6011.54,1.25923,0.79079,0.00365,0.77963,0.66597,0.74384,0.53916,1.15656,0.76187,0.00503,0.000935354,0.000935354,0.000935354
135,6056.41,1.25929,0.78351,0.00359,0.80356,0.67624,0.75106,0.54974,1.11072,0.71888,0.00483,0.000929853,0.000929853,0.000929853
136,6101.01,1.27565,0.78781,0.00361,0.80353,0.66909,0.74726,0.53583,1.17577,0.74763,0.00505,0.000924352,0.000924352,0.000924352
137,6144.58,1.25622,0.77888,0.00375,0.80504,0.65677,0.74065,0.52072,1.25207,0.76935,0.00556,0.00091885,0.00091885,0.00091885
