epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
125,744.808,1.56419,1.54398,0.00541,0.62781,0.63415,0.66076,0.34207,1.64845,1.43674,0.00965,0.0011816,0.0011816,0.0011816
126,751.827,1.57114,1.48472,0.00511,0.62781,0.63415,0.66076,0.34207,1.64845,1.43674,0.00965,0.001175,0.001175,0.001175
127,758.844,1.46413,1.54222,0.00516,0.60678,0.66667,0.68476,0.35397,1.65441,1.38717,0.00954,0.0011684,0.0011684,0.0011684
128,765.302,1.44405,1.46804,0.00479,0.60678,0.66667,0.68476,0.35397,1.65441,1.38717,0.00954,0.0011618,0.0011618,0.0011618
129,771.971,1.51199,1.50153,0.00531,0.63522,0.65126,0.71228,0.3597,1.65978,1.37862,0.00951,0.0011552,0.0011552,0.0011552
130,778.133,1.42314,1.43424,0.00497,0.63522,0.65126,0.71228,0.3597,1.65978,1.37862,0.00951,0.0011486,0.0011486,0.0011486
131,784.313,1.38301,1.46628,0.0057,0.63522,0.65126,0.71228,0.3597,1.65978,1.37862,0.00951,0.001142,0.001142,0.001142
132,790.591,1.50631,1.40975,0.00461,0.74197,0.60786,0.73912,0.35969,1.67305,1.40321,0.0097,0.0011354,0.0011354,0.0011354
133,796.893,1.47925,1.4844,0.00515,0.74197,0.60786,0.73912,0.35969,1.67305,1.40321,0.0097,0.0011288,0.0011288,0.0011288
134,803.44,1.51443,1.42666,0.00469,0.74197,0.60786,0.73912,0.35969,1.67305,1.40321,0.0097,0.0011222,0.0011222,0.0011222
135,809.75,1.50904,1.42497,0.00509,0.75392,0.63415,0.75142,0.36373,1.669,1.38643,0.0098,0.0011156,0.0011156,0.0011156
136,816.035,1.43567,1.39717,0.00461,0.75392,0.63415,0.75142,0.36373,1.669,1.38643,0.0098,0.001109,0.001109,0.001109
137,822.981,1.53587,1.48983,0.00489,0.72999,0.64228,0.75959,0.3609,1.68815,1.3634,0.00987,0.0011024,0.0011024,0.0011024
138,829.546,1.47725,1.42267,0.00475,0.72999,0.64228,0.75959,0.3609,1.68815,1.3634,0.00987,0.0010958,0.0010958,0.0010958
139,835.956,1.46435,1.3534,0.00464,0.72999,0.64228,0.75959,0.3609,1.68815,1.3634,0.00987,0.0010892,0.0010892,0.0010892
140,842.487,1.48262,1.56176,0.00545,0.73255,0.65041,0.76159,0.36735,1.67376,1.36037,0.0096,0.0010826,0.0010826,0.0010826
141,849.145,1.52447,1.44743,0.00455,0.73255,0.65041,0.76159,0.36735,1.67376,1.36037,0.0096,0.001076,0.001076,0.001076
142,855.208,1.52904,1.43843,0.00514,0.73255,0.65041,0.76159,0.36735,1.67376,1.36037,0.0096,0.0010694,0.0010694,0.0010694
143,861.16,1.43083,1.38546,0.00456,0.75232,0.62602,0.7623,0.37195,1.66292,1.32505,0.00942,0.0010628,0.0010628,0.0010628
144,866.878,1.49416,1.50545,0.00534,0.75232,0.62602,0.7623,0.37195,1.66292,1.32505,0.00942,0.0010562,0.0010562,0.0010562
145,872.676,1.38101,1.3911,0.00464,0.73299,0.64228,0.75669,0.3704,1.64836,1.35734,0.00931,0.0010496,0.0010496,0.0010496
146,878.277,1.33543,1.37331,0.00446,0.73299,0.64228,0.75669,0.3704,1.64836,1.35734,0.00931,0.001043,0.001043,0.001043
147,884.248,1.44726,1.40299,0.00469,0.73299,0.64228,0.75669,0.3704,1.64836,1.35734,0.00931,0.0010364,0.0010364,0.0010364
148,890.13,1.52746,1.47517,0.00538,0.6522,0.65854,0.73994,0.35991,1.67781,1.37103,0.00956,0.0010298,0.0010298,0.0010298
149,895.83,1.4555,1.32148,0.0044,0.6522,0.65854,0.73994,0.35991,1.67781,1.37103,0.00956,0.0010232,0.0010232,0.0010232
150,901.708,1.44759,1.3531,0.00426,0.6522,0.65854,0.73994,0.35991,1.67781,1.37103,0.00956,0.0010166,0.0010166,0.0010166
151,907.659,1.45328,1.45627,0.00537,0.63597,0.63916,0.71,0.35706,1.69227,1.36791,0.00976,0.00101,0.00101,0.00101
152,913.461,1.4321,1.38842,0.0047,0.63597,0.63916,0.71,0.35706,1.69227,1.36791,0.00976,0.0010034,0.0010034,0.0010034
153,919.272,1.41812,1.36546,0.00468,0.64317,0.61548,0.70432,0.35612,1.69319,1.35685,0.00971,0.0009968,0.0009968,0.0009968
154,925.094,1.45904,1.33307,0.00428,0.64317,0.61548,0.70432,0.35612,1.69319,1.35685,0.00971,0.0009902,0.0009902,0.0009902
155,930.602,1.38698,1.37404,0.00497,0.64317,0.61548,0.70432,0.35612,1.69319,1.35685,0.00971,0.0009836,0.0009836,0.0009836
156,936.222,1.4026,1.3612,0.00432,0.65757,0.63415,0.7029,0.35326,1.67692,1.37812,0.00962,0.000977,0.000977,0.000977
157,941.791,1.31465,1.28509,0.00402,0.65757,0.63415,0.7029,0.35326,1.67692,1.37812,0.00962,0.0009704,0.0009704,0.0009704
158,947.517,1.47663,1.37942,0.00468,0.65757,0.63415,0.7029,0.35326,1.67692,1.37812,0.00962,0.0009638,0.0009638,0.0009638
159,953.411,1.39967,1.32561,0.00417,0.64937,0.64228,0.7033,0.343,1.6556,1.40761,0.00954,0.0009572,0.0009572,0.0009572
160,959.145,1.49796,1.39289,0.00473,0.64937,0.64228,0.7033,0.343,1.6556,1.40761,0.00954,0.0009506,0.0009506,0.0009506
161,964.77,1.35278,1.39399,0.00507,0.67606,0.62602,0.6915,0.33067,1.63005,1.42417,0.00935,0.000944,0.000944,0.000944
162,970.761,1.42039,1.41013,0.00482,0.67606,0.62602,0.6915,0.33067,1.63005,1.42417,0.00935,0.0009374,0.0009374,0.0009374
163,976.34,1.43247,1.32095,0.00446,0.67606,0.62602,0.6915,0.33067,1.63005,1.42417,0.00935,0.0009308,0.0009308,0.0009308
164,982.189,1.50488,1.37181,0.0051,0.66481,0.64228,0.70286,0.3424,1.62295,1.39975,0.00933,0.0009242,0.0009242,0.0009242
165,988.076,1.36932,1.31405,0.00454,0.66481,0.64228,0.70286,0.3424,1.62295,1.39975,0.00933,0.0009176,0.0009176,0.0009176
166,993.947,1.48096,1.33815,0.00458,0.66481,0.64228,0.70286,0.3424,1.62295,1.39975,0.00933,0.000911,0.000911,0.000911
167,999.866,1.40953,1.33699,0.00419,0.70228,0.62602,0.72322,0.35184,1.62399,1.35919,0.00933,0.0009044,0.0009044,0.0009044
168,1005.61,1.3648,1.33591,0.00446,0.70228,0.62602,0.72322,0.35184,1.62399,1.35919,0.00933,0.0008978,0.0008978,0.0008978
169,1011.32,1.41763,1.36192,0.00465,0.70292,0.63415,0.72463,0.35214,1.62998,1.38096,0.00925,0.0008912,0.0008912,0.0008912
