epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
129,19196.6,0.75634,0.78887,0.00271,0.88969,0.70546,0.81898,0.69714,0.62879,0.71457,0.00364,0.0011552,0.0011552,0.0011552
130,19337.7,0.72874,0.80225,0.00273,0.88216,0.71632,0.82452,0.7192,0.59113,0.70853,0.00346,0.0011486,0.0011486,0.0011486
131,19478.3,0.72849,0.77761,0.00264,0.90059,0.70964,0.82599,0.72311,0.58043,0.69601,0.00336,0.001142,0.001142,0.001142
132,19619.4,0.70522,0.76743,0.00255,0.89774,0.7206,0.82843,0.72051,0.60392,0.67808,0.00353,0.0011354,0.0011354,0.0011354
133,19759.4,0.72858,0.76693,0.00264,0.88397,0.71381,0.82481,0.71399,0.60186,0.69659,0.00345,0.0011288,0.0011288,0.0011288
134,19900.3,0.7172,0.77038,0.00264,0.89823,0.71251,0.82424,0.71597,0.59381,0.69273,0.00336,0.0011222,0.0011222,0.0011222
135,20043.1,0.70843,0.76296,0.00267,0.8938,0.71799,0.83099,0.72456,0.57577,0.68402,0.00332,0.0011156,0.0011156,0.0011156
136,20185.5,0.71616,0.76908,0.00267,0.91377,0.70859,0.82618,0.72483,0.56244,0.68136,0.00321,0.001109,0.001109,0.001109
137,20326.2,0.71418,0.76599,0.00266,0.9115,0.71315,0.82912,0.7165,0.60537,0.68372,0.0035,0.0011024,0.0011024,0.0011024
138,20466.3,0.71129,0.75654,0.00254,0.91946,0.70807,0.83291,0.72309,0.58749,0.67557,0.00341,0.0010958,0.0010958,0.0010958
139,20607,0.7099,0.76418,0.00259,0.91541,0.7039,0.82788,0.72562,0.58194,0.69126,0.0034,0.0010892,0.0010892,0.0010892
140,20746.8,0.71445,0.77114,0.00264,0.90153,0.70881,0.8256,0.72352,0.57549,0.69205,0.00334,0.0010826,0.0010826,0.0010826
141,20887.9,0.70529,0.77106,0.00262,0.90964,0.71278,0.83182,0.72213,0.59394,0.70147,0.00343,0.001076,0.001076,0.001076
142,21029.1,0.7169,0.76573,0.00252,0.89605,0.70932,0.82469,0.72027,0.58707,0.71014,0.0034,0.0010694,0.0010694,0.0010694
143,21170.3,0.70576,0.75674,0.00258,0.90973,0.70309,0.82967,0.72627,0.58044,0.68313,0.00337,0.0010628,0.0010628,0.0010628
144,21311.3,0.7083,0.76271,0.00252,0.90748,0.71329,0.82876,0.71989,0.58384,0.68971,0.00325,0.0010562,0.0010562,0.0010562
145,21453.8,0.70029,0.76544,0.00254,0.89796,0.71496,0.82503,0.7262,0.55968,0.68441,0.00317,0.0010496,0.0010496,0.0010496
146,21595.1,0.7016,0.75316,0.0026,0.90977,0.71039,0.83004,0.72749,0.57989,0.6778,0.00329,0.001043,0.001043,0.001043
147,21770.2,0.70072,0.75986,0.00255,0.90532,0.70866,0.82699,0.71115,0.59632,0.68096,0.00343,0.0010364,0.0010364,0.0010364
148,21911.5,0.70741,0.76479,0.00252,0.89103,0.71273,0.82811,0.73018,0.56414,0.68706,0.00327,0.0010298,0.0010298,0.0010298
149,22073,0.71098,0.74816,0.00252,0.90931,0.71168,0.82264,0.7156,0.58222,0.69791,0.0033,0.0010232,0.0010232,0.0010232
